text,label
"Hola! Por favor, envianos un DM así te damos una mano.",NEUTRAL
Paso a paso ;),NEUTRAL
Cierto pelotudo. Recuerdo el 2015 cuando nuestro objetivo era ser potencia mundial. Retrasado mental.,NEUTRAL
Por favor! Respondan mi MD!!!!,NEUTRAL
Tuvo alguna vez un sólo accidente flybondi?,NEUTRAL
Ojo con  poner el codigo de reserva en la red social. Es un dato privado,NEUTRAL
Los mismos que te dicen que no se podía pagar tan poca plata por los servicios públicos festejan un viaje en avión a $900 en una compañía privada subsidiada por el estado.,NEUTRAL
Yo viajo no menos de 15 veces por año por @flybondioficial sale 1/3 y nunca un paro ni problemas. En tren desde Retiro llegas al Palomar en 45 minutos. Desde Palermo en 30 minutos Es mi experiencia.,NEUTRAL
Reserva XWLON9 Vazquez Santiago  NECESITO DEFINIR MI VIAJE LABORAL   El día anterior 17/10 hay vuelo bariloche Córdoba. Hay disponibilidad en ese vuelo Pueden hacer el cambio? Ya es el quinto mail !! ! Hay un teléfono de contacto? Gracias,NEUTRAL
Vammmmaaaaa,NEUTRAL
Lo típico de aquí es el sanguche de milanesa con Mirinda manzana. Yo les avise,NEUTRAL
"Salta y luego Villa la Angostura, entendí lo bello que es nuestro país cualquiera sea el punto cardinal.",NEUTRAL
Presentan en Diputados un proyecto sobre restriccion horaria en el Aeropuerto El Palomar https://bit.ly/2LK55vm  @flybondioficial @VuelaJetSMART @aa2000oficial @FAEVYT @camaradeturismo @fehgrapic.twitter.com/nNQuakC68q,NEUTRAL
Borracharia y entre pensando que habia Fernet...,NEUTRAL
"Sip, estoy juntando para los pasajes somos dospic.twitter.com/Z62CQJ3hgf",NEUTRAL
Garotas!!!!!!!!pic.twitter.com/CKBZ6LZqIo,NEUTRAL
"@quiz_viajero @Floxie10 @flybondioficial Mi hermano emitió el ticket de su esposa con el N° de DNI de ella y no se dio cuenta que el nombre quedó el de él ¿cómo lo puede corregir? Vuelan con flybondi. Gracias! PD Ruego se abstengan de insultarlo, para eso estamos los hermanos",NEUTRAL
Y me piden el DNI para subir?,NEUTRAL
Vuelos a ushuaia cuando? Me voy con jet smart si no...,NEUTRAL
Sigo sin recibir DM de @flybondioficial   ¿Armamos promociones o no armamos promociones?,NEUTRAL
0810 555 3592 Y espera que te atiendan.... 29 minutos en espera...,NEUTRAL
Encima no me responden los mails? @flybondioficial,NEUTRAL
@flybondioficial no estaría bueno que la empresa lleve a los pibes que quedaron varados en Buenos Aires sin poder participar de los Juegos Evita en Tierra del Fuego? Marcar la diferencia? Es un pensamiento/sueño nomás...,NEUTRAL
Cierto,NEUTRAL
DESASTRE DE AEROLINEA @flybondioficial,NEUTRAL
Vamooooos que México nos espera para transformar y transformarnos,NEUTRAL
Recibir trompadas de Zandoná,NEUTRAL
"Si me invitan, voy",NEUTRAL
"Reventar narcos en las favelas, como dios mandapic.twitter.com/pXqRoLGQ7W",NEUTRAL
Salió al final el HKN?,NEUTRAL
Reserva XWLON9 Vazquez Santiago  NECESITO DEFINIR MI VIAJE LABORAL   El día anterior 17/10 hay vuelo bariloche Córdoba. Hay disponibilidad en ese vuelo Pueden hacer el cambio? Ya es el quinto mail !! ! Hay un teléfono de contacto? Gracias,NEUTRAL
#JuanCarlosBondi les permitio largar otra ruta? Juju al menos pongan la hora che!,NEUTRAL
"humo @diego_domi de esto obviamente no dice nada, en cambio de una demora de Flybondi le dedica varias notas...",NEUTRAL
Vamos Argentinos,NEUTRAL
5 copas del mundo,NEUTRAL
Tropa de elitepic.twitter.com/EfRPOOKDid,NEUTRAL
Castañas de pará,NEUTRAL
"Lo vemos por privado, Mandy.",NEUTRAL
"Y mientras, mientras tanto...gremios impiden volar este fin de semana en aeroparque y Ezeiza con miles de pasajeros rehenes. Un contraste muy fuerte",NEUTRAL
Flay? Jajajajaja ni escribirlo sabe! Ajjajaja,NEUTRAL
Hola. Llamanos al 0800 666 1518,NEUTRAL
Hola @flybondioficial envié un mensaje por DM de carácter urgente.,NEUTRAL
"Aflojen con las demoras y cambios de horario  Mama esta tomando su vuelo de sgo del estero y no almorzo todavia,  Repeten un poco los horarios he, Mas si ay gente mayor",NEUTRAL
completame Marzo con viajes a Brasil si tenes huevos,NEUTRAL
"Yo quiero ir y ganarme cosas, donde es ?",NEUTRAL
Donde miro los precios a Rio?,NEUTRAL
Estamos trabajando en dar respuesta a todos los casos. Vamos procesando los mensajes por orden de ingreso al sistema.,NEUTRAL
Para marzo estoy volando con ustedes por 2da vez,NEUTRAL
Brasil decime que se siente!,NEUTRAL
No quiere que viajes con ellos,NEUTRAL
En tu cara AA,NEUTRAL
"A las malas noticias... ¡Nos cambiaron el horario del vuelo de regreso @flybondioficial y hasta de aeropuerto! ¡Una Locura! Salimos de #Ezeiza a las 00:20 y llegamos a Tucumán a las 2:20 ¡Avisen que estamos bien! Cansados, pero bien #PeriodismoDeportivo #QuéBuenGrupo #Volveremospic.twitter.com/fwHk42vBil – en Aeropuerto El Palomar (EPA)",NEUTRAL
Desde @AIR_Rosario a Río?,NEUTRAL
@cordobexit hace gestiones para que él hub lowcost argentino sea en cordoba! Les queda al lado fadea! Vengan @flybondioficial,NEUTRAL
"Que el gobierno de Santiago del Estero, a través del ministerio de salud, financie la estadía en bs as. Hay que hacer un trámite. Que le den prioridad.",NEUTRAL
"Acá, en el Simulador de Acuerdos Comerciales. Hoy @ferraribsas firma acuerdo con @flybondioficial pic.twitter.com/gBDZrukVyT",NEUTRAL
"Muchachos combatientes del capital, no se metan con los sueños de gente como uno que que quiere vivir cosas así.",NEUTRAL
"""Un paseo por Las Toninas"". Alguna vez lei un comentario de alguien que decia que los controladores le daban prioridad a los vuelos de AR y los demas que esperen",NEUTRAL
"Hola Ernesto si somos vecinos autoconvacados, aca no hay banderas políticas, nuestra bandera es la preocupación por los puestos de trabajo. Te invitamos a que vengas. Saludos-",NEUTRAL
Cuántos años volamos sin radares?,NEUTRAL
"Sigo con la lista: Belén Ochoa / A7GECH Jimena Votta / A0KXQV Angeles Bianchi / HK9EYU Cecilia Jacobi / OPG1Z1 Alexia Biaus, Victoria de Bary, Julia Llorente / AUM9UR Y todas antiK .",NEUTRAL
"Hoy me desperté con cero ganas de aguantar boludeces y con mil ganas de un viajesito, a stalkear @flybondioficial",NEUTRAL
@flybondioficial contesten por favor!,NEUTRAL
@flybondioficial que pasó con el vuelo FO5150 a Ctes???,NEUTRAL
Pelé debutó con un pibe,NEUTRAL
MARTES DE VUELOS ANCELADOS DIRAS,NEUTRAL
Con pasajes más baratos y sin que el Estado le ponga un mango. Dame más Flybondi,NEUTRAL
¿Las instalaciones?,NEUTRAL
Estamos trabajando en dar respuesta a todos los casos. Vamos procesando los mensajes por orden de ingreso al sistema.,NEUTRAL
"Estimada, ya va a llegar. Estamos trabajando en eso.",NEUTRAL
@flybondioficial por favor podrían darme una opción de nro. telefónico para llamar a esta hora? Gracias,NEUTRAL
@flybondioficial por favor necesito comunicarme urgente con uds!! Respondan mensaje!,NEUTRAL
"Estimada, por favor, escríbanos a devoluciones@flybondi.com. Te informamos también que las devoluciones son realizadas por la misma vía en la que se efectuó el pago y se ven impactadas en el próximo resumen de su tarjeta / banco.",NEUTRAL
"Sino, lan.",NEUTRAL
Llegará @flybondioficial a EPA antes de las 22hs ? Que lotería. pic.twitter.com/XFhCwhYS5W,NEUTRAL
Avión sanitario de la provincia,NEUTRAL
Quien es? Que vienes a buscar? Larga un Ros-Asu que necesito!,NEUTRAL
"Qué aerolínea es de Bandera? La q deja varada a la gente, se usa para la campaña kirchnerista y cobran un pasaje 10.000$ lo que la competencia cobra 4000? O la que siempre te respeta, sale en horario y te cobra 1/3 el mismo tramo? Yo vuelo por @flybondioficial  No @Aerolineas_AR",NEUTRAL
"@flybondioficial campeón ! te hago una pregunta: por lo que se no pueden volar antes de las 7 AM por la jueza esa, ahora bien, como es que me venden un vuelo saliendo 6:15 (FO5238) ? comoe?",NEUTRAL
RRHH @flybondioficial └  CVs de TCPs     └  Próximos a entrevistar          └ CV_AlanCasanaVilca.pdf https://twitter.com/flybondioficial/status/1181602592788537344 …,NEUTRAL
Debutar con pibes,NEUTRAL
"Ingresa en tu cuenta de Mercado Pago para verificar el estado de los pagos que realizaste.  Si visualizas ambos pagos acreditados, pero solo recibiste una recarga, podrás contactar a SUBE y te ayudarán.  Si uno de los pagos está devuelto verás tu fecha de reembolso.",NEUTRAL
"Hola, cuando tengas dudas podés ingresar aquí   http://bit.ly/2EXTZ4N  o aquí  http://bit.ly/2EQ8t6D  y despejarlas o contactarnos.  De todas formas, comentanos que duda tienes y te asesoraremos con gusto para poder seguir el paso a paso correcto",NEUTRAL
"Es importante que sepas que ya no atendemos más a través de DM. No te preocupes, desde acá podemos ayudarte.  Para que podamos hacerlo es necesario que nos detalles lo sucedido.  Recordá que desde aquí podrás acceder a toda nuestra información -> http://bit.ly/2Ckf8la",NEUTRAL
@mercadopago Hola: el sábado 5 de octubre de 2019 se débito un pago en mi cuenta. dice por débito automático y la verdad que no se que es. el numero de transacción es: 5281541319. me podrian informar en concepto de que es el débito? desde ya muchas gracias,NEUTRAL
"Al iniciar una compra, tu tarjeta reserva el monto para que esté disponible al aprobarse. Si no se logra aprobar, las entidades tienen un plazo determinado para reintegrar tu dinero. Para más información, puedes contactarte con el número que figura en el dorso de tu tarjeta.",NEUTRAL
"No te preocupes, derivamos tu caso bajo la consulta 41121840 y nuestro equipo especializado te estará contactando por e-mail a la brevedad para ayudarte.  Quedamos a las órdenes por cualquier duda.",NEUTRAL
"Santi, te contamos que fue un error de visualización, te brindamos la tranquilidad de que el cargo se efectuó una única vez.  ¡Quedamos a las órdenes!",NEUTRAL
@ML_Ayuda @mercadopago como en que año me devuelven mi dinero de las compras 1000000077857038 y 1000000077859791 ???,NEUTRAL
"Nati, ingresa aquí: https://bit.ly/1K7G7dQ  Tengo un problema con un pago > Elegir pago y selecciona “Ya pagué, pero no está acreditado”. Desde allí nos puedes contactar y lo verificaremos ¡Te esperamos!",NEUTRAL
Probaste con la app de sube que te acredita en el momento con tu cel ?,NEUTRAL
"Para dudas o inconvenientes sobre compras y envíos, puedes ingresar a este link: https://bit.ly/2ma2LDD  y elegir el tema en el que necesitas ayuda.",NEUTRAL
"Hola Dario, para que puedas conocer el motivo por el que se encuentra inhabilitada tu cuenta actualmente, debes ingresar aquí: https://bit.ly/2Zt4Kkt    También, en caso de que aplique, podrás comunicarte con el sector correspondiente para solucionarlo.",NEUTRAL
"Hola, y aceptaron ese desconocimiento?",NEUTRAL
"En los detalles, está la diferencia...",NEUTRAL
Atención al cliente 0,NEUTRAL
A partir de algún monto mensual/semestral se abona menos comisión?,NEUTRAL
"No te preocupes, nuestro equipo especializado ya está trabajando para resolverlo cuanto antes.  Te pedimos disculpas por las molestias ocasionadas.  Te contactaremos vía email cuando se resuelva.",NEUTRAL
"@mercadopago que tiempo se tarda en hacer la verificación de pago? Hice una compra y seguí los pasos, y por lo que Vi ya se efectuó el cobro en mi tarjeta de débito.",NEUTRAL
@mercadopago esto es así? pic.twitter.com/XOfhGFo84S,NEUTRAL
"Para poder ayudarte, necesitamos que nos indiques tu nombre de usuario. Puedes verlo ingresando en el siguiente link: https://bit.ly/2I8niyJ   Te daremos una respuesta al e-mail que tienes registrado en tu cuenta de Mercado Pago a más tardar en 48 hs hábiles.",NEUTRAL
"#Zoholics19 #ZohoInColombia Los eventos son un mecanismo de marketing de gran importancia. Si tienen dudas, escuchen un fragmento de la charla de Tamara Arruñada, manager de Marketing & Eventos para Latinoamérica y España de Zoho.pic.twitter.com/I4HHjJtvAA",NEUTRAL
"Dicha promoción es valida únicamente para el primer pago con la App.  Te invitamos siempre a verificar los términos y condiciones antes de utilizar una promoción, de esta forma sabrás si cumples con los mismos o no.  Si debería haber aplicado, cuéntanos  Saludos.",NEUTRAL
"@Mercadolibre si el pago fue rechazado por @mercadopago solicitó un comprobante o certificado el cual me solicita @Bancolombia, ya que el cobro fue realizó este mes en mi extracto bancario.",NEUTRAL
"Buenos días. Por favor ¿nos podrías explicar cuál es el problema que presentas para poder ayudarte? ¿Es con una compra, venta o envío? ¡Aguardamos por tu respuesta!",NEUTRAL
elturcocomunicaciones@hotmail.com,NEUTRAL
Hola Patricio.  Para que podamos ayudar a tu comprador es necesario que él ingrese acá: https://bit.ly/2IkwZdH   Después que hago clic en “Elegir pago” y que seleccione alguna de las opciones que más se adecúe a su problema.  Saludos.,NEUTRAL
"Para poder ayudarte, necesitamos que nos confirmes el apodo de tu cuenta por aquí.   Apenas nos lo envíes, nuestro equipo especializado estará trabajando en ello y contactándote cuanto antes, directamente vía e-mail.    Te esperamos.",NEUTRAL
@mercadopago Ayudaaa cuenta sofia_lopezvazquez@gmail.com quiero sacar mi dinero disponible,NEUTRAL
"Lore, si ya generaste la consulta con nuestro equipo especializado vía mail, queremos brindarte la tranquilidad de que se estarán contactando contigo por dicho medio.  ¡Quedamos a las órdenes!",NEUTRAL
"Éxitos en esta nueva etapa, Hernan!",NEUTRAL
"@ML_Argentina Hoy me llamaron desde éste teléfono fijo preguntando sobre mi actividad con @mercadopago y me pasaron un whatsapp ""corporativo"" aviso a modo informativo y por seguridad. En caso que quieran, les paso los números. Saludos",NEUTRAL
"En este caso Pilar, al ser una venta presencial tendrás que arreglar con tu vendedor o contactarte con el banco.",NEUTRAL
Comprendemos lo que nos comentas. En este caso es necesario que continúes contactándote a través del contracargo. Si ya enviaste la documentación que te requerimos nuestro equipo te enviara un e-mail con la resolución. Desde aquí tendrás más información > http://bit.ly/2CAQNrj,NEUTRAL
"Si no perdiste tu tarjeta y sabes que ningún familiar o amigo la utilizó, te invitamos a recordar si no realizaste una compra en una tienda por ese monto ya que algunas cuentan con nuestro sistema para cobrar. En caso que no, puedes comunicarte con el banco para que te asesoren.",NEUTRAL
Proporciono el número de referencia 1129279200;  así como la fecha en que se realizó la transacción 2019-09-30 06:39,NEUTRAL
"Podés contactarte directemente con BIND vía WhatsApp al numero +5491134209812.  De esta forma, te pondrás en contacto con los especialistas quienes te podrán asesorar correctamente.  ¡Saludos!",NEUTRAL
"Hola Jesus, te damos la tranquilidad de que nuestro equipo estará en contacto contigo vía e-mail (asociado a la cuenta COJE9708113) a más tardar en 48hs hábiles.  El número asociado a tu consulta es 41316424.",NEUTRAL
"soy usuario de ambos, por qué motivo no se puede transferir dinero de @mercadopago a @uala_arg pero sí al revés? tendrían que darnos mas opciones a los usuarios, no cuesta nada solo adaptar cvu en mp, simple",NEUTRAL
"Hola @mercadopago me están intentando enviar dinero y queda ""en proceso"". Me podrán ayudar? Gracias.",NEUTRAL
"¡Hola Gonza! Entendemos lo que dices, si visualizas la operación como ""Acreditada"" en tu cuenta de Mercado Pago, debes de insistir el contacto directamente son sube, ellos tomarán las acciones corrrespondientes.  ¡Quedamos a las órdenes!",NEUTRAL
"@mercadopago hola el motivo es que en el mes de noviembre hacemos la 3° Expoturismo en la ciudad de Rio Cuarto, centro del pais, donde participaran, instituciones educativas, gastronomia,agencias de viajes, operadores mayoristas,hoteleria, etc. Necesito contactar",NEUTRAL
"Buenas, no me deja. Al poner el mail me figura revisa tu email o usuario",NEUTRAL
No tenes a nadie que tenga celular con nfc?,NEUTRAL
mi mail es andreafoto@gmail.com y el numero de operación es 5232658597  del dia 23 de septiembre de 2019,NEUTRAL
"Hola Alvarez.  La referencia la cual te hacemos mención, es la entidad bancaria.  Saludos.",NEUTRAL
@mercadopago Hola @mercadopago me podría informar a la brevedad el motivo de suspensión de mi cuenta y la inmediata reposición del dinero en cuenta por favor . Mail de usuario merinaluk@gmail.com case 41117583. Gracias,NEUTRAL
¡Hola Jesica! Te pedimos que ingreses en http://bit.ly/2IuI8uq  y sigas los pasos.  De ese modo tu cuenta estará protegida.  ¡Quedamos a las órdenes!,NEUTRAL
A que correo? Gracias,NEUTRAL
"Ahá, una imagen vale mas q ese enlace de legales... Podrán verificar aquí que me han cobrado comisión tomando en cuenta el costo de envío. (acreditación a 15 días, comisión 3,49% +iva. En número redondo de 1mil no da 57,18 )  ver pic.twitter.com/MnNUt4GK9e",NEUTRAL
@mercadopago Hola cuenta sofia_lopezvazquez@gmail.com,NEUTRAL
"¡Hola! En primer lugar, puedes verificar desde tu cuenta de Mercado Pago si el pago no se realizó desde allí. En caso contrario deberás comunicarte con tu Banco para que te asesoren.  Si no se soluciona, contáctanos nuevamente para que lo verifiquemos.",NEUTRAL
"Hola.  ¿Puedes comentarnos por aquí en detalle lo sucedido?  Luego, te indicaremos la ruta correcta en el portal de ayuda para que puedas contactarnos o te asesoraremos por aquí.  Te esperamos :D",NEUTRAL
@ML_Ayuda solicito contacto para realizar un reclamo por una operacion realizads por su app de mercadopago @mercadopago @mecadolibre,NEUTRAL
"Hola Alejo, queremos contarte que para poder realizar la carga es importante que utilices uno de los medios de pago aceptados por Mercado Pago.  Puedes revisarlos desde aquí http://bit.ly/2LHvzO9   Recuerda que también puedes realizar la carga utilizando el dinero de tu cuenta.",NEUTRAL
Nombre de usuario en MercadoLibre: SS.VIKTOR  El número de pago lo dejo en la imagen.  Gracias!pic.twitter.com/uMgnkMqG6V,NEUTRAL
"¡Hola!  No te preocupes, cuando tengas dudas puedes ingresar aquí https://bit.ly/2G8BfuC  y despejarlas o contactarnos por chat, tel o email.",NEUTRAL
"Cami, para ello, ingresa en el siguiente link https://bit.ly/1th2JTi , elige tu país y haz clic en la opción “Crea tu cuenta”, no te pediremos un DNI al momento de registrarte.",NEUTRAL
"Si usaste alguna tarjeta para comprar el point, el dinero se devolverá directamente a tu tarjeta, y podrás confirmarlo en los próximos movimientos bancarios. De esa forma, podrás volver a usar el dinero para la nueva compra.  ¡Saludos!",NEUTRAL
Me declaro fan oficial de la app de @mercadopago. Si existe algo más útil y sencillo no lo quiero saber,NEUTRAL
"Lo uso, al momento no ofrece tarjetas de débito o crédito a Argentina. Todas las transferencias tienen comisión en contraste de las interbancarias en la misma moneda que en los bancos son sin cargo.",NEUTRAL
"Es posible que tu contraparte vea el monto en pesos chilenos, pero al momento de pagar, se convertirá automáticamente.",NEUTRAL
"Buen día Emanuel,  Para poder ayudarte deberás ingresar a este link: http://bit.ly/2IotLaa  y elegir el tema en el que necesitas ayuda.  ¡Saludos!",NEUTRAL
"Hola Emilio   Como te hemos mencionado, para ayudarte necesitamos que nos indiques tu apodo; lo vas a poder ver acá https://bit.ly/2I8niyJ   No te preocupes, no estamos brindando ningún dato personal tuyo y tu apodo no compromete la seguridad de tu cuenta en absoluto.",NEUTRAL
"Vanessa, para pagar en efectivo tienes que hacer clic en el botón ""Comprar"". Al momento de hacer el pago debes elegir el botón ""Efectivo en puntos de pago"" y seleccionar el medio que sea más conveniente para ti.  ¡No olvides de imprimir el cupón e ir a la sucursal!",NEUTRAL
"Hola,  Para que podamos ayudarte con el pago que desconoces ingresa aquí: https://bit.ly/2fD1cqQ  y elige la opción que más se adecúe a lo sucedido.   ¡Quedamos a disposición!",NEUTRAL
Usuario HGaytn en Mercadopago,NEUTRAL
@Mercadolibre @mercadopago hola!!! Cuales el monto maximo que se puede transferir a una cuenta bancaria ??? tiene retenciones??,NEUTRAL
Demoro pero ya se resolvió la operación @mercadopago @ML_Ayuda @ML_Argentina,NEUTRAL
"¡Claro que sí! Somos una empresa con más de 20 años, líderes en el comercio electrónico.  Si lo deseas puedes contactarnos para despejar tus dudas desde aquí: https://bit.ly/2G8BfuC",NEUTRAL
"Laura, recuerda verificar los movimientos de tu cuenta de Mercado Pago, desde la pestaña de ""Informes"", donde verás a que se debe cada movimiento.  Si ves la leyenda ""Devolución por compra protegida"", puede deberse a la devolución de un pago a tu comprador por un problema.",NEUTRAL
"Para chequear la devolución de tu dinero, ingresa aquí: https://bit.ly/2vYzM7R    Solo tendrás que hacer clic en “Elegir pago” y selecciona “Aún no veo la devolución, ¿por qué?"" Allí te brindaremos la fecha estimada de reembolso del dinero a tu cuenta o tarjeta.",NEUTRAL
¡Muchas gracias por la información! Ya enviamos al equipo de especialistas tu consulta para que ellos te puedan ayudar.  Te daremos una respuesta al e-mail que tienes registrado en tu cuenta de Mercado Libre  a más tardar en 48 hs hábiles.,NEUTRAL
"¡Hola Agus! Te pedimos que ingreses en http://bit.ly/2JoRHfE  sigas los pasos y si sigues presentando inconvenientes, da clic en ""Contáctanos"", de ese modo el equipo especializado te brindará soporte.  ¡Quedamos a las órdenes!",NEUTRAL
Un sueño.,NEUTRAL
"¿Lograste respuesta de  @mercadopago @ML_Ayuda? Yo llevo una semana, ¿vos?",NEUTRAL
Hola @mercadopago me podría informar a la brevedad el motivo de suspensión de mi cuenta y la inmediata reposición del dinero en cuenta por favor . Mail de usuario merinaluk@gmail.com case 41117583. Gracias,NEUTRAL
@mercadopago cuándo finaliza el 20 % de descuento pagando con código QR. Gracias,NEUTRAL
"Para poder ayudarte con tu consulta, necesitamos que nos indiques tu nombre de usuario. Puedes verlo ingresando en el siguiente link: https://bit.ly/2I8niyJ   Te daremos una respuesta al e-mail que tienes registrado en tu cuenta de Mercado Pago a más tardar en 48 hs hábiles.",NEUTRAL
Hola   En el detalle de la operación que se genera en tu cuenta de Mercado Pago podés encontrar el comprobante respaldatorio del pago. Por más información ingresá acá http://bit.ly/2OqUlUr   Si seguís con el inconveniente te pedimos que nos detalles mejor tu situación.,NEUTRAL
"Julio, gracias por contactarnos.  Si no puedes retirar tu dinero, te aconsejamos que revises si estás siguiendo todos los pasos de forma correcta, desde aquí:http://bit.ly/31dEGf8  Allí encontrarás la información necesaria para saber cómo y cuándo podrás retirar tu dinero.",NEUTRAL
"Hola Maxi, te aconsejamos revisar tu casilla de correo no deseado y spam, ya que verificamos que mandamos el e-mail correctamente, la fecha de enviado es del 10/09 y el número de caso fue tal 39215977.   Saludos.",NEUTRAL
El turco,NEUTRAL
"Porque @mercadopago lo sabe, me entiende. ¿Y tú qué esperas para vivir al máximo? pic.twitter.com/LxjNL5flne",NEUTRAL
"Comprendemos. Ten la seguridad de que si el plazo era hasta el día de ayer, en el día de hoy nuestro equipo de especialistas estará poniéndose en contacto contigo para ayudarte a resolverlo. Te pedimos aguardes nuestro contacto por ese medio.",NEUTRAL
Hola!  Te cuento que efectivamente el sitio puede tardar en acreditar el dinero en tu cuenta bancaria hasta 48 horas hábiles por seguridad.  Saludos,NEUTRAL
"No me he fijado cuál es el mail, pero en las actividades de mercadopago está la opción para reportar un problema, busca la transacción relacionada con el tuyo y reportalo.",NEUTRAL
"Cargamos toda la documentación a la cuenta de empresa (por segunda vez) y aún demora en entregarnos el CVU, que necesitamos para transferir dinero y poder hacer pagos desde MercadoPagopic.twitter.com/4BEosdi61b",NEUTRAL
"Hola,  Te pedimos disculpas desde ya por los inconvenientes. Apenas tengamos novedades te contactaremos desde la consulta nro 39794462.  Aguarda a nuestro contacto a través de correo electrónico.   Saludos!",NEUTRAL
"Mi casilla de correo es carla2_a@yahoo.com.ar, Corroboren por favor!",NEUTRAL
Es una compra realizada a http://Puppis.com  el cual el medio utilizado de pago fue mediante tarjeta de crédito vía Mercadopago,NEUTRAL
"Hola Sebas, te estarán contactando vía e-mail para informarte sobre el reintegro, no te preocupes ya nuestro equipo está trabajando en tu caso. Saludos.",NEUTRAL
"Shan, para poder ayudarte necesitamos que nos indiques el apodo/seudónimo de tu cuenta de Mercado Libre (puedes verlo desde aquí: http://meli.la/3Vq4XB ).  Cuando nos envíes el dato, te contactaremos a tu e-mail registrado en Mercado Libre en un plazo de 48 horas hábiles.",NEUTRAL
"Diego, desde el detalle de tu sección ""Configuración > Facturas online"" en tu cuenta de Mercado Pago, podrás imprimir todo el detalle de los cargos generados, con los correspondientes detalles por comisión, percepciones y retenciones.  Saludos.",NEUTRAL
¡Hola Antonio!  Te contamos que la tarjeta Invex es emitida por MasterCard por lo que deberías poder utilizarla en cualquier comercio físico u online que acepte MasterCard como medio de pago.  Éxitos,NEUTRAL
@mercadopago necesito comunicarme con ustedes!,NEUTRAL
@mercadopago hola! Quiero comprar el dispositivo de SUBE pero antes necesito saber si ustedes lo envian a Tierra del Fuego. Me contestan pls????????,NEUTRAL
@mercadopago cual es la cotizacion del dolar que cobran por las compras en dolares con tarjeta? Se pueden pagar directamente con dolares acreditandolos en la cuenta?,NEUTRAL
"German, te pedimos que nos expliques mejor lo que ocurre (sin enviar tus datos) para que podamos brindarte el link correcto a nuestro portal de ayuda.  No te preocupes, cuando tengas dudas puedes ingresar aquí https://www.mercadopago.com.ar/ayuda",NEUTRAL
"Hola, Emmanuel! Intentaste nuevamente? Si el problema persiste, consultá con @mercadopago ¡Saludos!",NEUTRAL
"Adrian, lo que necesitamos es el usuario que tenés en tu cuenta.  Podés verlo ingresando en el siguiente link: https://bit.ly/2I8niyJ",NEUTRAL
"Para poder ayudarte con tu consulta, necesitamos que nos indiques tu nombre de usuario. Puedes verlo ingresando en el siguiente link: https://bit.ly/2I8niyJ   Te daremos una respuesta al e-mail que tienes registrado en tu cuenta de Mercado Pago a la brevedad.",NEUTRAL
"Hola,  Para comenzar a invertir, ingresa a la app de Mercado Pago y selecciona ""Invertir"". Te pediremos algunos datos, y ¡listo! A las 48 horas hábiles, empezarás a generar ingresos extra.  Para conocer más, ingresá aquí: https://bit.ly/2z6Y8gz    ¡Saludos!",NEUTRAL
"¡Hola Silvia!  Ingresa a http://www.mercadopago.com  , luego ingresa a tu cuenta y verás que en las opciones que aparecen a la izquierda verás ""Botón y link de pago"".  Allí verás tus links de pago disponibles y seleccionando ""+"" podrás eliminarlos o modificarlos.  Saludos",NEUTRAL
"Para que podamos ayudarte, ingresa aquí: https://bit.ly/2AQJWu1  > haz clic en “Elegir pago” y selecciona alguna de las opciones que más se adecúe a tu problema. ¡Aguardamos por tu contacto!",NEUTRAL
¡Muchas gracias por la información! Ya enviamos al equipo de especialistas tu consulta para que ellos te puedan ayudar.  Te daremos una respuesta al e-mail que tienes registrado en tu cuenta de Mercado Libre a más tardar en 48 hs hábiles.,NEUTRAL
"Ezequiel, para poder ayudarte necesitamos que nos indiques el apodo/seudónimo de tu cuenta de Mercado Libre (puedes verlo desde aquí: http://meli.la/3AHixT ).  Cuando nos envíes el dato, te contactaremos a tu e-mail registrado en Mercado Libre en un plazo de 48 horas hábiles.",NEUTRAL
"Para chequear la devolución de tu dinero, ingresa aquí:https://bit.ly/2vYzM7R    Solo tendrás que hacer clic en “Elegir pago” y selecciona “Aún no veo la devolución, ¿por qué?"" Allí te brindaremos la fecha estimada de reembolso del dinero a tu cuenta o tarjeta.",NEUTRAL
@mercadopago  como puedo averiguar datos de una compra via Mercado Pago que no reconozco?,NEUTRAL
Para saber cuando podrás usar tu dinero solo ingresa aquí: https://bit.ly/2WE8PFa   Puedes ver los tiempos de liberación haciendo clic en “tiempos que debes esperar”.,NEUTRAL
Nos daría mucho gusto poder ayudarte Fede. ¿Puedes contarnos qué es lo que sucede con tu pago y enviarnos el número de la operación? De ese modo podremos ayudarte   También puedes despejar tus dudas frecuentes desde nuestro portal de ayuda --> http://bit.ly/2B74k9C,NEUTRAL
"Carla, te aconsejamos corroborar tu e-mail ya que nuestro equipo especializado te asesoró por dicho medio.  En caso de dudas o consultas responde dicho e-mail.  Saludos.",NEUTRAL
"@mercadopago cuando uno compra afuera en dolares a cuanto lo cotizan? con la tarjeta prepaga. yo compra muchas veces y solia ser como 1 peso sobre la del BNA, pero lei en un foro que ahora estan cobrando +10% sobre la cotizacion del bna. que cierto es esa info? gracias.",NEUTRAL
ATENCIÓN CRUELES . 14 de Diciembre en el @marqueesessionlive vamos a presentar nuevas canciones. Las primeras 50 anticipadas se venderan a 150$ a travez de whats app (+54) 1164002032. Sistema online de @mercadopago.arg desde este momento. #crueladiccion #rock #nuevascancionespic.twitter.com/iDxr5zhGRz,NEUTRAL
